text_a	text_b	damsl_labels	labels
A little talkative today so far which is good but stop right now to be polite for our audience as an audience for our presenter	Basically a mean is where you add all five numbers and then divide by the amount of numbers	sd	4.0
Basically a mean is where you add all five numbers and then divide by the amount of numbers	What I did was I added all of these right there and I got like 110006 or something	sd	4.0
What I did was I added all of these right there and I got like 110006 or something	Then I divided that by five and I got B	sd	4.0
Disagreement	Agreed	sd	1.0
Lets see if youre right	Just give me a level three question too	sd	0.0
But first you have to put them in what	Order	sd	3.0
How do you remember that median is the middle and mean is the add them all up and divide by how many there are	Because its mean to divide them	sd	3.0
Because right next to the ocean and stuff it doesnt snow very often so if it snows they freak out	Its like Texas	sd	0.0
Is that the first thing you do on the problems unit	Yes	b	0.0
Youre getting good	I just studied it last night	sd	0.0
Nice	is like on paper is the 9th grader	sd	0.0
The denominator all thats left is an x2 and so the right answer is C	Dang it	sd	0.0
That cancels out choice D and choice C Now what do I do with that Rob	You take x 1 and  and then you do one divided  or like minus two	sd	4.0
82 today	Dang thats cold so cold	sd	0.0
Way back here Dont judge me if I dont write the same number of zeros	Those look more sixes than zeros	sd	0.0
Its getting closer and closer and closer to the xaxis or y0 but is it ever getting	No	b	0.0
As I go forever in this direction whats it doing	The same thing	sd	3.0
Now a big confusion that people have sometimes in this unit when we get into more difficult ones does that mean it can never cross this ever ever ever	Yes	b	0.0
No	Maybe	sd	0.0
The thing that I thought of that would force me to do that was to make all of your homework when possible fit on a half sheet of paper	Yes	b	0.0
Guys youre going to have to force yourself to pay attention	I was trying to get these	sd	0.0
Huh	I was trying to get	sd	0.0
You guys can fight about who gets to keep this thing	What do we do with number five again	sd	2.0
Number five but do those directions umber six do the book directions	Mr C	b	0.0
Ill give you the answer key but youre still responsible for knowing this stuff	All right	aa	0.0
It gives me like a word cloud about what my most common words were	Shut up and then like	sd	0.0
It feels hot in here today	Are you recording this to send to the district	sd	0.0
I do it for fun	Youre taking pictures for proof too	sd	0.0
Yes	Its really hot in here	sd	0.0
All right lets be a good audience	Its pretty much asking what this dot means and is the speed and if the speed is zero so at the bottom of the panel	sd	0.0
Its pretty much asking what this dot means and is the speed and if the speed is zero so at the bottom of the panel	I said it could be	sd	0.0
You want a poll of the class and see if they agree with you or not	What do you all think	qy	0.0
Why do you think that less than two out of every three high school juniors got that question right and you guys were all like	D is kind of confusing because of the way the graph looks it doesnt look like that little tip would be the top	sd	4.0
D is kind of confusing because of the way the graph looks it doesnt look like that little tip would be the top	When you associate the top of a roller coaster if you think of something like that	sv	4.0
Go ahead	The first thing I looked at was the fact that thats a positive one and a negative six so I knew that those two couldnt be possibilities just because it flips in terms of the time	sd	4.0
The first thing I looked at was the fact that thats a positive one and a negative six so I knew that those two couldnt be possibilities just because it flips in terms of the time	I looked between C and E and then I got to a conclusion that it was all squared that has to be squared so I tried 182 and got	sd	4.0
Lets see if the disagrees or the agrees are correct	I disagree on the basis that I chose	sd	1.0
What should always be true no matter where youre at around the circle	Radius is the same	sd	3.0
Look at him	For this one when the denominator is bigger than the top we realize that when thing is divided is getting really closer and closer to zero but its never going to meet	sd	4.0
Do you need to write anything up here to support words coming out of your mouth	I can write something	sd	0.0
I can write something	Hes explaining Im just going to write while you continue to explain	sd	1.0
Hes explaining Im just going to write while you continue to explain	Put one 10	sd	3.0
Put one 10	If X equals am I doing this right	sd	3.0
If X equals am I doing this right	Yes	b	1.0
Yes	Actually you just did a ton of test numbers basically two three 10	sd	1.0
For what are you testing them	We tested on just this X	sd	3.0
We tested on just this X	Its always giving me a close to zero but its	sd	4.0
Go	This is what I thought anyway	sd	0.0
This is what I thought anyway	Itll make sense I promise	sd	0.0
Devon if you want to get out of there	Im just trying to make sense of my	sd	0.0
Im just trying to make sense of my	I got you	aa	0.0
Wherere you going	Outside	sd	0.0
Guys keep your focus up at the front please	We didnt get far but we used this illustration  restriction on the Y	sd	4.0
We didnt get far but we used this illustration  restriction on the Y	If there is a restriction on Y then you cant go past  it just then goes up and down	sd	4.0
That makes sense	Yes	b	0.0
Yes	Basically the way that works is you ignore the small numbers	sv	4.0
Basically the way that works is you ignore the small numbers	In math they dont go away	sd	4.0
In math they dont go away	Its like a lot of thermodynamics	sd	4.0
Its like a lot of thermodynamics	Even if theyre minisculely tiny theyre still there	sd	4.0
Yes	What	ba	0.0
What are what	Those	sd	0.0
Dont forget when you get done with your pumps thats due Friday you have this thats due tomorrow and you have a quiz coming okay	Are you going to hand us out those half sheets	sd	0.0
Im going to do that right now actually	Okay	b	0.0
Any questions you have for me	I got  plus and minus	sd	3.0
I got  plus and minus	I had c2	sd	3.0
You should be able to use the one and the three	I have used that	sd	3.0
Let me go back to there	Do you want me to do that homework from yesterday	sd	0.0
Do you want me to do that homework from yesterday	Okay I	b	0.0
Okay	I can check on there	sd	0.0
There you go	Thank you	aa	0.0
Which one do you want to do	The first one	sd	0.0
Be respectful polite and focused	Why dont you do the other one then	sd	1.0
Why dont you do the other one then	That was easy	sd	0.0
That one	Yes	b	0.0
Yes	Multiply the bottom of the other side so then you end up getting that  and then divide it on both sides you should get	sd	4.0
What	You tell me if this is wrong	sd	0.0
You tell me if this is wrong	I just multiplied it to the top and then multiplied to the other side so I canceled that one out and then multiplied it to that side	sd	4.0
Make sure youre nice to him if he makes mistake	Im not that smart I guess pretty much	sd	0.0
Im not that smart I guess pretty much	I knew that it has zero as in the three and threehalves	sd	4.0
I knew that it has zero as in the three and threehalves	I knew it couldnt be A and it couldn t be B so I said it was D	sd	4.0
Tell me why you narrowed it down from A and B	Because the zeros dont show up Well for this one the three was outside the  so thats not a zero	sd	4.0
Because the zeros dont show up Well for this one the three was outside the  so thats not a zero	I crossed that one out and then math never gives things to you this nicely so I crossed one out and between these two I guessed  Educated guess	sd	4.0
Coin flip	Yes	b	0.0
Okay	Well I don t know	sd	0.0
Well I don t know	I had something that was telling me to do that  little hunch	sd	0.0
I had something that was telling me to do that  little hunch	Poll	sd	1.0
Anyone who disagrees	Youre lucky	sd	0.0
No its not Or Else	Its On Every Problem Every Time Seriously	sd	3.0
Its On Every Problem Every Time Seriously	Just do it	sd	0.0
Just do it	You got that one	sd	0.0
If this is you	But I cant factor	sd	0.0
Really what I want you to do is get it down and understand the math	Hi this is a message to Mr C I just wanted to say that Liam says he s the bait master	sd	0.0
Hi this is a message to Mr C I just wanted to say that Liam says he s the bait master	If you re ever trying to get close  clouds Liam is always in the	sd	0.0
If you re ever trying to get close  clouds Liam is always in the	Thank you byebye	aa	0.0
Who just said  I m	Me	b	0.0
Say it again really loud	Im dumb	sd	0.0
You are not	Mr  trying to convince  dumb	sd	0.0
Mr  trying to convince  dumb	I m sorry	sd	0.0
I m sorry	No math	sd	0.0
No math	Hi guys	sd	0.0
Having that feeling now on	Hello I m Mia	sd	0.0
Hello I m Mia	And so	sd	0.0
Take another like two or three minutes and make sure you are a 100 expert at these basic skills on this quiz before I move on	Okay	b	0.0
Okay	So right now we re supposed to be looking for quizzes but But yes	sd	0.0
So right now we re supposed to be looking for quizzes but But yes	And I see no questions	sd	0.0
And I see no questions	We re talking about optical illusion	sd	0.0
We re talking about optical illusion	Ooh  has a real question	aa	0.0
Ooh  has a real question	That was Mia back to	sd	0.0
That was Mia back to	No we ll  to Mia s question	sd	0.0
for a couple of minutes	Okay we have to pay attention now	sd	0.0
This was the best Ive ever seen a class do on this quiz so thats good	Apparently we re smart	sd	0.0
Today feels better right	Yes	b	0.0
Everybody agree with that	Yes	b	0.0
No why cant it be there	The vertical line and the X would be Thered be no line across the axis	sd	4.0
Who wants to volunteer for this one	Ill do it	sd	0.0
Okay give us some logic and some justification	This only  with the dot	sd	3.0
This only  with the dot	The other side same thing  goes on the middle	sd	3.0
I got five The reason why Im hitting this again is I got like five people during that little work time who were telling me that you couldnt cross the horizontal	Thats why theres a tape on his clicker	sd	0.0
Thats why theres a tape on his clicker	That was a ninja move right there	sd	0.0
That was a ninja move right there	Yes	b	0.0
I get people doing this kind of thing and then theyll go	No	b	0.0
You failed the function test right	You failed	sd	0.0
You failed	You failed life	sd	0.0
You failed life	You failed life	sd	0.0
I need this to be right so when I close these lines it doesnt	I made an adjustment okay	sd	3.0
I made an adjustment okay	It s all	sd	0.0
