text_a	text_b	labels
Oh explain what you did Victoria	I drew  with two baskets of six and four baskets office	3.0
I drew  with two baskets of six and four baskets office	I still dont get this	2.0
Hopefully your group can help you	Theyre trying but I still think its wrong	1.0
Owen you just went right to what	The second	3.0
What was your equation that you did	17 divided by seven equals two and	4.0
Could you divide out the 17 baskets if seven go in each box	I could	3.0
Are you saying you would need three boxes	Yes	0.0
Would that third box be full	It would only have three	3.0
Can you read what you wrote on number three	I use the remainder of the problem one because I divided 87 by five and got 17 remainder two	4.0
I use the remainder of the problem one because I divided 87 by five and got 17 remainder two	I put two baskets that had six oranges so that there was no remainder	4.0
I put two baskets that had six oranges so that there was no remainder	I used remainders of problem two because there would be two boxes but I cant leave any out so I had to add one extra box for the remaining oranges	4.0
Your explanation because I thought you did a good job of explaining it	Sure	0.0
Do you guys have anything else you want to add on	No	0.0
What	My explanation	0.0
Okay and so how about I give you guys a couple of minutes to add on and the only thing Owen that might so you get the division but over here when it shows show or explain your thinking can you do a little explanation to go with it	Okay	0.0
Matt and Lucas and Chris grab an Eagle box since were getting over here so quickly	Do you want me to go get the people on the dock	0.0
Go ahead	I added all the	3.0
model with an unknown then solve but Im going to show it a couple of different ways with the model	Wait this is 21 fifths	3.0
Two and 18	Oh	0.0
Go	Beep beep	0.0
How about Sebastian who was your partner	Owen	0.0
Hey did you guys come up with the same answer as Owen	Yes we came up with 48 and the blue one was the one that weighed more and it weighed more by 48 but we did a different problem	3.0
All right and everybody  down here	What I did was when I saw that 28  I first thought it will be the black ones because I saw all that red and I thought it would be one fraction first for the blue one and I saw except Im reading it and I found that the blue one but I didnt know how many patterns  once more	4.0
What I did was when I saw that 28  I first thought it will be the black ones because I saw all that red and I thought it would be one fraction first for the blue one and I saw except Im reading it and I found that the blue one but I didnt know how many patterns  once more	So I did my number model and I wasnt sure what type of model I was going to do so I did this first so I can get my answer and know that I could do my model and get the right answer so I do my two and 18 and I subtracted my one and 58 I subtracted by four then five	4.0
I want you to stand up if you did something similar to Sebastian and Sebastian can you explain what you did here with the you took one  98	Because I know that I can subtract 18 minus 58 so I took one over here then made it eight eights and the  because I can subtract the 58	4.0
All right Owen can you come up and share and I want you to compare what you did compared to Sebastian	I did the same thing with Sebastian I took away one of them to make 28 because  subtract 18 from 58	4.0
I did the same thing with Sebastian I took away one of them to make 28 because  subtract 18 from 58	This is the blue backpack theres one pound two pounds and one eight minus one pound and five eights and then	4.0
Shamila can  can you please read that	Shamila whole backpack weighed 10 and 14 pounds	0.0
Shamila whole backpack weighed 10 and 14 pounds	Before leaving for school she added one subject notebook	0.0
Before leaving for school she added one subject notebook	Now her backpack weighs 11 pounds how much does the one subject notebook weigh	0.0
Ryan can you go ahead and bring yours up	The first thing that I did was I did  then I did minus 10	3.0
What youre saying is you did 10 14  D is 11 and you knew that 14  34 gives you 1 to make 11	Yes	0.0
Why did you change it to subtraction	because we already had 11	4.0
Maybe you did a little differently so Maddy can you share what you did	No  so I started off with 10 and 14 because I  off with and then I looked at it and I thought it was one then I worked with 1 and 34 because I was just added up like yours I got 11	4.0
What did you realize about this	Well I realized that it was wrong to me  because that wasnt cool	3.0
Bless you Emma	Thank you	0.0
Thank you	I did  and one was minus 10 one was because 11 people say  and then	4.0
This  11 Logan what do you notice	When mine is 11 we took the one and made it 44	3.0
Good and what do you notice about where its written	That its much easier to	0.0
Sure but what about the order does anybody else do anything	Once you notice that you have ten	3.0
How would you want to write it Ryan	Not on the	0.0
This fish tank that had 20 fish in it where should that bar go	The 20 to 30	3.0
Where does this 37 one go	30 to 40	3.0
Do you know that that bar represented 37	No	0.0
Guys when I grade your first quiz on this you cant be like last years class	Whatd they do	2.0
Heres what you should do what does this nine represent	Theres nine spaces	3.0
Theres nine fish tanks I counted so how many bricks should I have in my wall here	Nine	3.0
Is that bothering you	Yes	0.0
Wait passed through it on the ground or in the air	On the ground	3.0
What if you just drove through the State does that count	No	0.0
I wrote mine 28	even if we only go	0.0
I counted Georgia and I was only in it through the airport	Hey mister	0.0
Yes	I went to the fourth corner	3.0
Sajid youre struggling	I cant remember	0.0
And youre struggling	Thats true	0.0
Colorado	Whos Samantha	0.0
Whos Samantha	Sam	0.0
Tomorrow were not learning anything new because theres something else going on	A quiz	0.0
No	A test	0.0
Im pretty sure its the government	If you grade our reading test we dont have to do the next one right	0.0
You now have basically two and a half hours	Two and a half	0.0
Im going to show you on the next slide what all of that means	Wait so we can do	0.0
You want to go to the data	Yes	0.0
Is this the screen you want me to leave it on	Yes	0.0
Christian is that a 13 or a 12	Thats a 13	0.0
I guess I could memorize all of your birthdays	When is my birthday	0.0
I could find out but Im not going to tell you	Take a guess	0.0
February 13th	Nice	0.0
Nice	That was close	0.0
That was close	It isnt that month another date	0.0
It isnt that month another date	Do you know what year though	0.0
Well if youre a freshman it means youre going to turn 14 right	Yes	0.0
That means it would have been 14 years ago so 2006	Yes	0.0
Yes	Oh my God youre good	0.0
Oh my God youre good	Shes 13	0.0
Shes 13	What do you mean	0.0
What do you mean	She	0.0
All right you know what to do	Yes	0.0
Do it then	I am	0.0
I am	Im trying	0.0
Im trying	Im doing it Im doing it	0.0
Im doing it Im doing it	Yes	0.0
Yes	thats supposed to be 14	3.0
thats supposed to be 14	No its not really 14	0.0
No its not really 14	Can we go back to that just once	0.0
Can we go back to that just once	Okay whats the final number	2.0
Okay whats the final number	You have it on your paper	1.0
You wrote it down on your white paper right	What white paper	2.0
You were supposed to write the State data down here	Yes but I didnt get all the	0.0
Adriana are you good from this page now	Yes thank you	0.0
Where are you putting all of these numbers	In the white paper	3.0
Do you have a one	Yes	0.0
Remember youre still being recorded	I know	0.0
I know	Its none of my problem	0.0
Its none of my problem	No	0.0
No	Wait what did you get	2.0
Wait what did you get	Four	3.0
Four	What is it	2.0
What is it	Four or five	2.0
Four or five	45	3.0
45	45 45 45	3.0
so carefully going from the outside like this	So the mean is number 9	3.0
No the median is	I did that	0.0
I did that	Done	0.0
I think you should be beyond the first paper now	I need your help	2.0
All right you should be beyond the first page pretty quickly here guys	14 20 11  9 8 9 20	0.0
14 20 11  9 8 9 20	ready	0.0
ready		3.0
Next week are we going to all participate	Im not done	0.0
Im not done	You want the answers or not	0.0
Tuesday then you can have hot chocolate twice	Really	0.0
I mean youre going to really walk around all day in ski boots	Sure	0.0
Sure	Wait	0.0
Wait	How do you sign up for	0.0
Hey guys is anybody going to make a dodgeball team	No	0.0
Theres a dodgeball tournament you could make  Should we make aSSdodgeball team	Yes	0.0
Yes	Yes sir	0.0
Yes sir	No	0.0
No	Wait	0.0
Wait	No I cant throw	0.0
No I cant throw	Never mind	0.0
I think its due today	I would play but	0.0
Can everybody in here do all 10 of those things	Yes	0.0
Can everybody do a box and whisker plot	Yes	0.0
Has anybody ever done that in math before	No	0.0
Has anybody ever talked about a histogram before	Yes	0.0
It was purple in case youre having trouble finding it	Do you want this	0.0
Do you want this	Do you want this	0.0
Just put on this table right here	Is this the worksheet	0.0
Looks like Mark according to you guys is not showing up anymore right	I know	0.0
How many people actually did their box and whisker plot yesterday or last night for homework	No	0.0
